Size, Type, Time
340000, "Built-in", 0.068769
360000, "Sequential", 0.084336
360000, "Parallel", 0.058504
360000, "Built-in", 0.073441
380000, "Sequential", 0.108991
380000, "Parallel", 0.078409
380000, "Built-in", 0.077495
400000, "Sequential", 0.093986
400000, "Parallel", 0.072674
400000, "Built-in", 0.081085
20000, "Sequential", 0.003295
20000, "Parallel", 0.004909
20000, "Built-in", 0.003241
40000, "Sequential", 0.012133
40000, "Parallel", 0.012416
40000, "Built-in", 0.006848
60000, "Sequential", 0.011714
60000, "Parallel", 0.012922
60000, "Built-in", 0.014748
80000, "Sequential", 0.015051
80000, "Parallel", 0.020256
80000, "Built-in", 0.016006
100000, "Sequential", 0.019925
100000, "Parallel", 0.030722
100000, "Built-in", 0.018817
120000, "Sequential", 0.024743
120000, "Parallel", 0.030704
120000, "Built-in", 0.022978
140000, "Sequential", 0.034937
140000, "Parallel", 0.024781
140000, "Built-in", 0.030986
160000, "Sequential", 0.033420
160000, "Parallel", 0.033290
160000, "Built-in", 0.031043
180000, "Sequential", 0.046068
180000, "Parallel", 0.033686
180000, "Built-in", 0.035264
200000, "Sequential", 0.050686
200000, "Parallel", 0.035325
200000, "Built-in", 0.038307
220000, "Sequential", 0.061355
220000, "Parallel", 0.040109
220000, "Built-in", 0.043810
240000, "Sequential", 0.056492
240000, "Parallel", 0.058336
240000, "Built-in", 0.047846
260000, "Sequential", 0.062918
260000, "Parallel", 0.050745
260000, "Built-in", 0.051310
280000, "Sequential", 0.066951
280000, "Parallel", 0.052031
280000, "Built-in", 0.055847
300000, "Sequential", 0.073873
300000, "Parallel", 0.060146
300000, "Built-in", 0.062664
320000, "Sequential", 0.080047
320000, "Parallel", 0.058646
320000, "Built-in", 0.063852
340000, "Sequential", 0.078677
340000, "Parallel", 0.064352
340000, "Built-in", 0.071338
360000, "Sequential", 0.093318
360000, "Parallel", 0.081396
360000, "Built-in", 0.072508
380000, "Sequential", 0.093077
380000, "Parallel", 0.053585
380000, "Built-in", 0.078654
400000, "Sequential", 0.093358
400000, "Parallel", 0.064752
400000, "Built-in", 0.087567
20000, "Sequential", 0.003180
20000, "Parallel", 0.004139
20000, "Built-in", 0.003407
40000, "Sequential", 0.013918
40000, "Parallel", 0.009931
40000, "Built-in", 0.007104
60000, "Sequential", 0.011675
60000, "Parallel", 0.021459
60000, "Built-in", 0.010980
80000, "Sequential", 0.015670
80000, "Parallel", 0.028189
80000, "Built-in", 0.014366
100000, "Sequential", 0.022506
100000, "Parallel", 0.020240
100000, "Built-in", 0.018587
120000, "Sequential", 0.029243
120000, "Parallel", 0.025996
120000, "Built-in", 0.023798
140000, "Sequential", 0.032263
140000, "Parallel", 0.029314
140000, "Built-in", 0.031393
160000, "Sequential", 0.042968
160000, "Parallel", 0.030311
160000, "Built-in", 0.030042
180000, "Sequential", 0.039673
180000, "Parallel", 0.039409
180000, "Built-in", 0.034336
200000, "Sequential", 0.054600
200000, "Parallel", 0.033243
200000, "Built-in", 0.039048
220000, "Sequential", 0.056255
220000, "Parallel", 0.041674
220000, "Built-in", 0.044251
240000, "Sequential", 0.060805
240000, "Parallel", 0.048652
240000, "Built-in", 0.047727
260000, "Sequential", 0.067280
260000, "Parallel", 0.041631
260000, "Built-in", 0.053156
280000, "Sequential", 0.071087
280000, "Parallel", 0.067664
280000, "Built-in", 0.055636
300000, "Sequential", 0.068778
300000, "Parallel", 0.056162
300000, "Built-in", 0.059404
320000, "Sequential", 0.083826
320000, "Parallel", 0.058154
320000, "Built-in", 0.064413
340000, "Sequential", 0.089369
340000, "Parallel", 0.057216
340000, "Built-in", 0.069943
360000, "Sequential", 0.082085
360000, "Parallel", 0.070650
360000, "Built-in", 0.075811
380000, "Sequential", 0.096774
380000, "Parallel", 0.074970
380000, "Built-in", 0.076648
400000, "Sequential", 0.088429
400000, "Parallel", 0.073060
400000, "Built-in", 0.081819
20000, "Sequential", 0.003298
20000, "Parallel", 0.003456
20000, "Built-in", 0.003571
40000, "Sequential", 0.010690
40000, "Parallel", 0.007881
40000, "Built-in", 0.008503
60000, "Sequential", 0.012043
60000, "Parallel", 0.014659
60000, "Built-in", 0.012316
80000, "Sequential", 0.014983
80000, "Parallel", 0.025759
80000, "Built-in", 0.015523
100000, "Sequential", 0.023208
100000, "Parallel", 0.022550
100000, "Built-in", 0.019638
120000, "Sequential", 0.029687
120000, "Parallel", 0.021472
120000, "Built-in", 0.025242
140000, "Sequential", 0.034564
140000, "Parallel", 0.023592
140000, "Built-in", 0.027432
160000, "Sequential", 0.037105
160000, "Parallel", 0.031526
160000, "Built-in", 0.030354
180000, "Sequential", 0.043196
180000, "Parallel", 0.032811
180000, "Built-in", 0.034172
200000, "Sequential", 0.047077
200000, "Parallel", 0.036268
200000, "Built-in", 0.039871
220000, "Sequential", 0.044513
220000, "Parallel", 0.042487
220000, "Built-in", 0.043784
240000, "Sequential", 0.060756
240000, "Parallel", 0.039011
240000, "Built-in", 0.048208
260000, "Sequential", 0.081624
260000, "Parallel", 0.042338
260000, "Built-in", 0.051026
280000, "Sequential", 0.070035
280000, "Parallel", 0.041775
280000, "Built-in", 0.056971
300000, "Sequential", 0.072313
300000, "Parallel", 0.056193
300000, "Built-in", 0.059397
320000, "Sequential", 0.076278
320000, "Parallel", 0.050297
320000, "Built-in", 0.064080
340000, "Sequential", 0.078861
340000, "Parallel", 0.076154
340000, "Built-in", 0.067984
360000, "Sequential", 0.083470
360000, "Parallel", 0.066113
360000, "Built-in", 0.072738
380000, "Sequential", 0.096557
380000, "Parallel", 0.070539
380000, "Built-in", 0.085942
400000, "Sequential", 0.093617
400000, "Parallel", 0.063668
400000, "Built-in", 0.081387
20000, "Sequential", 0.003430
20000, "Parallel", 0.003433
20000, "Built-in", 0.008103
40000, "Sequential", 0.013853
40000, "Parallel", 0.007597
40000, "Built-in", 0.007534
60000, "Sequential", 0.012000
60000, "Parallel", 0.017472
60000, "Built-in", 0.011643
80000, "Sequential", 0.020142
80000, "Parallel", 0.024550
80000, "Built-in", 0.016206
100000, "Sequential", 0.022271
100000, "Parallel", 0.021403
100000, "Built-in", 0.019531
120000, "Sequential", 0.023556
120000, "Parallel", 0.029912
120000, "Built-in", 0.023679
140000, "Sequential", 0.038292
140000, "Parallel", 0.026111
140000, "Built-in", 0.026178
160000, "Sequential", 0.051378
160000, "Parallel", 0.028100
160000, "Built-in", 0.030927
180000, "Sequential", 0.043585
180000, "Parallel", 0.030617
180000, "Built-in", 0.034840
200000, "Sequential", 0.046619
200000, "Parallel", 0.035713
200000, "Built-in", 0.039035
220000, "Sequential", 0.049711
220000, "Parallel", 0.037791
220000, "Built-in", 0.042814
240000, "Sequential", 0.053932
240000, "Parallel", 0.039746
240000, "Built-in", 0.047691
260000, "Sequential", 0.065564
260000, "Parallel", 0.063279
260000, "Built-in", 0.051563
280000, "Sequential", 0.064269
280000, "Parallel", 0.044401
280000, "Built-in", 0.055568
300000, "Sequential", 0.069838
300000, "Parallel", 0.060227
300000, "Built-in", 0.060898
320000, "Sequential", 0.079966
320000, "Parallel", 0.051666
320000, "Built-in", 0.063904
340000, "Sequential", 0.088576
340000, "Parallel", 0.075087
340000, "Built-in", 0.068768
360000, "Sequential", 0.094871
360000, "Parallel", 0.076123
360000, "Built-in", 0.072861
380000, "Sequential", 0.086798
380000, "Parallel", 0.070686
380000, "Built-in", 0.076799
400000, "Sequential", 0.098562
400000, "Parallel", 0.093334
400000, "Built-in", 0.080784
20000, "Sequential", 0.003488
20000, "Parallel", 0.004016
20000, "Built-in", 0.004324
40000, "Sequential", 0.013895
40000, "Parallel", 0.008030
40000, "Built-in", 0.007253
60000, "Sequential", 0.011540
60000, "Parallel", 0.015358
60000, "Built-in", 0.010550
80000, "Sequential", 0.034315
80000, "Parallel", 0.015817
80000, "Built-in", 0.014822
100000, "Sequential", 0.029088
100000, "Parallel", 0.022318
100000, "Built-in", 0.019014
120000, "Sequential", 0.027862
120000, "Parallel", 0.025702
120000, "Built-in", 0.024191
140000, "Sequential", 0.037048
140000, "Parallel", 0.033851
140000, "Built-in", 0.027370
160000, "Sequential", 0.037376
160000, "Parallel", 0.037278
160000, "Built-in", 0.030337
180000, "Sequential", 0.043019
180000, "Parallel", 0.033847
180000, "Built-in", 0.034722
200000, "Sequential", 0.052727
200000, "Parallel", 0.042978
200000, "Built-in", 0.038275
220000, "Sequential", 0.056934
220000, "Parallel", 0.036897
220000, "Built-in", 0.046897
240000, "Sequential", 0.060307
240000, "Parallel", 0.041270
240000, "Built-in", 0.055948
260000, "Sequential", 0.070830
260000, "Parallel", 0.048136
260000, "Built-in", 0.050659
280000, "Sequential", 0.064696
280000, "Parallel", 0.054284
280000, "Built-in", 0.056621
300000, "Sequential", 0.071353
300000, "Parallel", 0.061731
300000, "Built-in", 0.062420
320000, "Sequential", 0.074313
320000, "Parallel", 0.045831
320000, "Built-in", 0.065183
340000, "Sequential", 0.089538
340000, "Parallel", 0.062029
340000, "Built-in", 0.070994
360000, "Sequential", 0.094293
360000, "Parallel", 0.054553
360000, "Built-in", 0.082941
380000, "Sequential", 0.089771
380000, "Parallel", 0.059308
380000, "Built-in", 0.078155
400000, "Sequential", 0.102648
400000, "Parallel", 0.073082
400000, "Built-in", 0.082426
20000, "Sequential", 0.003493
20000, "Parallel", 0.004033
20000, "Built-in", 0.003165
40000, "Sequential", 0.010634
40000, "Parallel", 0.015659
40000, "Built-in", 0.007188
60000, "Sequential", 0.027988
60000, "Parallel", 0.013626
60000, "Built-in", 0.011249
80000, "Sequential", 0.018452
80000, "Parallel", 0.027466
80000, "Built-in", 0.016096
100000, "Sequential", 0.024964
100000, "Parallel", 0.028859
100000, "Built-in", 0.019239
120000, "Sequential", 0.035901
120000, "Parallel", 0.023617
120000, "Built-in", 0.022246
140000, "Sequential", 0.036921
140000, "Parallel", 0.027760
140000, "Built-in", 0.026601
160000, "Sequential", 0.038602
160000, "Parallel", 0.038722
160000, "Built-in", 0.030598
180000, "Sequential", 0.042201
180000, "Parallel", 0.034562
180000, "Built-in", 0.039729
200000, "Sequential", 0.048577
200000, "Parallel", 0.038592
200000, "Built-in", 0.038205
220000, "Sequential", 0.052792
220000, "Parallel", 0.038609
220000, "Built-in", 0.043000
240000, "Sequential", 0.059265
240000, "Parallel", 0.041092
240000, "Built-in", 0.052304
260000, "Sequential", 0.056209
260000, "Parallel", 0.059041
260000, "Built-in", 0.055341
280000, "Sequential", 0.063975
280000, "Parallel", 0.058121
280000, "Built-in", 0.062132
300000, "Sequential", 0.065095
300000, "Parallel", 0.053791
300000, "Built-in", 0.059834
320000, "Sequential", 0.082448
320000, "Parallel", 0.069735
320000, "Built-in", 0.065583
340000, "Sequential", 0.082857
340000, "Parallel", 0.061886
340000, "Built-in", 0.071456
360000, "Sequential", 0.082278
360000, "Parallel", 0.064105
360000, "Built-in", 0.072665
380000, "Sequential", 0.092098
380000, "Parallel", 0.076349
380000, "Built-in", 0.078791
400000, "Sequential", 0.096975
400000, "Parallel", 0.059285
400000, "Built-in", 0.080914
20000, "Sequential", 0.003491
20000, "Parallel", 0.007339
20000, "Built-in", 0.010797
40000, "Sequential", 0.007923
40000, "Parallel", 0.007705
40000, "Built-in", 0.006781
60000, "Sequential", 0.012262
60000, "Parallel", 0.016805
60000, "Built-in", 0.010655
80000, "Sequential", 0.021564
80000, "Parallel", 0.019325
80000, "Built-in", 0.025332
100000, "Sequential", 0.019342
100000, "Parallel", 0.021849
100000, "Built-in", 0.021797
120000, "Sequential", 0.027478
120000, "Parallel", 0.024747
120000, "Built-in", 0.022916
140000, "Sequential", 0.031005
140000, "Parallel", 0.031400
140000, "Built-in", 0.026456
160000, "Sequential", 0.036031
160000, "Parallel", 0.031932
160000, "Built-in", 0.030106
180000, "Sequential", 0.040912
180000, "Parallel", 0.027606
180000, "Built-in", 0.034901
200000, "Sequential", 0.047416
200000, "Parallel", 0.038236
200000, "Built-in", 0.038161
220000, "Sequential", 0.049840
220000, "Parallel", 0.044051
220000, "Built-in", 0.049228
240000, "Sequential", 0.066154
240000, "Parallel", 0.046913
240000, "Built-in", 0.047037
260000, "Sequential", 0.067721
260000, "Parallel", 0.043254
260000, "Built-in", 0.051879
280000, "Sequential", 0.065733
280000, "Parallel", 0.045605
280000, "Built-in", 0.055087
300000, "Sequential", 0.075000
300000, "Parallel", 0.054698
300000, "Built-in", 0.058926
320000, "Sequential", 0.075864
320000, "Parallel", 0.060412
320000, "Built-in", 0.063372
340000, "Sequential", 0.077056
340000, "Parallel", 0.064137
340000, "Built-in", 0.068940
360000, "Sequential", 0.081714
360000, "Parallel", 0.057536
360000, "Built-in", 0.077442
380000, "Sequential", 0.090881
380000, "Parallel", 0.067717
380000, "Built-in", 0.076828
400000, "Sequential", 0.092646
400000, "Parallel", 0.085580
400000, "Built-in", 0.081307
20000, "Sequential", 0.003272
20000, "Parallel", 0.003427
20000, "Built-in", 0.003365
40000, "Sequential", 0.012117
40000, "Parallel", 0.012352
40000, "Built-in", 0.007247
60000, "Sequential", 0.019719
60000, "Parallel", 0.014783
60000, "Built-in", 0.011836
80000, "Sequential", 0.018965
80000, "Parallel", 0.031553
80000, "Built-in", 0.020527
100000, "Sequential", 0.023364
100000, "Parallel", 0.019187
100000, "Built-in", 0.018405
120000, "Sequential", 0.024158
120000, "Parallel", 0.026298
120000, "Built-in", 0.023083
140000, "Sequential", 0.038463
140000, "Parallel", 0.026031
140000, "Built-in", 0.026878
160000, "Sequential", 0.041291
160000, "Parallel", 0.035542
160000, "Built-in", 0.031649
180000, "Sequential", 0.050086
180000, "Parallel", 0.034328
180000, "Built-in", 0.035540
200000, "Sequential", 0.047243
200000, "Parallel", 0.033877
200000, "Built-in", 0.038570
220000, "Sequential", 0.051525
220000, "Parallel", 0.050373
220000, "Built-in", 0.042742
240000, "Sequential", 0.056612
240000, "Parallel", 0.049050
240000, "Built-in", 0.052339
260000, "Sequential", 0.060651
260000, "Parallel", 0.050806
260000, "Built-in", 0.050446
280000, "Sequential", 0.066093
280000, "Parallel", 0.051468
280000, "Built-in", 0.056487
300000, "Sequential", 0.070186
300000, "Parallel", 0.061207
300000, "Built-in", 0.059162
320000, "Sequential", 0.073060
320000, "Parallel", 0.053684
320000, "Built-in", 0.064853
340000, "Sequential", 0.083021
340000, "Parallel", 0.054045
340000, "Built-in", 0.077445
360000, "Sequential", 0.089284
360000, "Parallel", 0.059355
360000, "Built-in", 0.084026
380000, "Sequential", 0.088168
380000, "Parallel", 0.081403
380000, "Built-in", 0.081219
400000, "Sequential", 0.090824
400000, "Parallel", 0.078440
400000, "Built-in", 0.086538
